Protein,Protein Name,Gene Name,Function,ProteinGroup,FastaHeaders,Proteins,Peptides,RazorUniquePeptides,UniquePeptides,Coverage,MolWeight,LFQ intensity C-1,LFQ intensity C-2,LFQ intensity C-3,LFQ intensity T-1,LFQ intensity T-2,LFQ intensity T-3,Identified or Quantified
A0A0K0K1K1,Glyceraldehyde-3-phosphate dehydrogenase,HEL-S-278,,A0A0K0K1K1;O14556,"A0A0K0K1K1_HUMAN Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=HEL-S-278 PE=2 SV=1;G3PT_HUMAN Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2",2,2,1,1,4.4,44.501,,38489000,,44730000,,,Identified
Q05DH1,Proteasome subunit alpha type (Fragment),PSMA7,,Q05DH1;A0A0K0K1K4;O14818;H0Y586;B0YJ74;Q8TAA3;H0UI83;A0A087WYS6;Q4G1B8;F5GY34,Q05DH1_HUMAN Proteasome subunit alpha type (Fragment) OS=Homo sapiens OX=9606 GN=PSMA7 PE=2 SV=1;A0A0K0K1K4_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 GN=HEL-S-276 PE=2 SV=1;PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=960,10,7,7,7,36.6,26.713,156800000,155620000,170550000,164780000,157280000,126260000,Quantified
A0A0K0K1K7,6-phosphogluconolactonase,HEL-S-304,Hydrolysis of 6-phosphogluconolactone to 6-phosphogluconate.,A0A0K0K1K7;O95336;M0R261;M0R1L2,A0A0K0K1K7_HUMAN 6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=HEL-S-304 PE=2 SV=1;6PGL_HUMAN 6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2;M0R261_HUMAN 6-phosphogluconolactonase (Fragment) OS=Homo sapiens OX=9606 GN=PGLS PE=1 ,4,3,3,3,14.7,27.547,51878000,29927000,41157000,36659000,36228000,24238000,Quantified
A0A384NQ35,Epididymis secretory sperm binding protein (Fragment),,,A0A384NQ35;A0A0K0K1L8;Q06323;Q6FHU3;Q86SZ9;H0YLU2;H0YKK6,A0A384NQ35_HUMAN Epididymis secretory sperm binding protein (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;A0A0K0K1L8_HUMAN Epididymis secretory sperm binding protein Li 129m OS=Homo sapiens OX=9606 GN=HEL-S-129m PE=2 SV=1;PSME1_HUMAN Proteasome activator co,7,10,10,10,46.6,28.52,259290000,252070000,329610000,301960000,321900000,287730000,Quantified
Q68E03,Matrin-3,MATR3,,Q68E03;Q9H4N1;Q5CZA7;B3KM87;B4DRS1;Q68D11;A0A0R4J2E8;A8MXP9;P43243;B4DF66;D6REM6,Q68E03_HUMAN Matrin-3 OS=Homo sapiens OX=9606 GN=MATR3 PE=1 SV=1;Q9H4N1_HUMAN Clone CDABP0107 mRNA sequence OS=Homo sapiens OX=9606 PE=2 SV=1;Q5CZA7_HUMAN Uncharacterized protein DKFZp686K0542 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp686K0542 PE=4 SV=1;B,11,2,2,2,12.4,30.94,48563000,45405000,39013000,50989000,39050000,36378000,Quantified
A0A0S2Z3T6,Adenosine deaminase isoform 4 (Fragment),ADA,,A0A0S2Z3T6;A0A0S2Z3B9;F5GWI4;X5D767;A0A0S2Z381;P00813,A0A0S2Z3T6_HUMAN Adenosine deaminase isoform 4 (Fragment) OS=Homo sapiens OX=9606 GN=ADA PE=2 SV=1;A0A0S2Z3B9_HUMAN Adenosine deaminase isoform 3 (Fragment) OS=Homo sapiens OX=9606 GN=ADA PE=2 SV=1;F5GWI4_HUMAN Adenosine deaminase OS=Homo sapiens OX=9606 G,6,2,2,2,14.9,21.298,4983400,,7116200,5209800,4081400,,Quantified
A0A346DBY2,Apolipoprotein E (Fragment),APOE,,A0A346DBY2;J9ZVQ3;A0A0S2Z3D5;P02649;A0A0S2Z3V0;A0A0S2Z3J5;A0A0S2Z3B1;Q6LBZ1;E9PEV4;E7ERP7;H0Y7L5;D9ZB55,A0A346DBY2_HUMAN Apolipoprotein E (Fragment) OS=Homo sapiens OX=9606 GN=APOE PE=3 SV=1;J9ZVQ3_HUMAN Apolipoprotein E (Fragment) OS=Homo sapiens OX=9606 GN=APOE PE=3 SV=1;A0A0S2Z3D5_HUMAN Apolipoprotein E isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=APOE,12,5,1,1,19.7,26.169,3263100000,2248900000,2628100000,2318600000,2291200000,2094000000,Quantified
A0A0S2Z3G9,Actinin alpha 4 isoform 1 (Fragment),ACTN4,,A0A0S2Z3G9;O43707;Q96BG6;B4E337;F5GXS2;B4DSX0;A0A0S2Z3X3;A0A0S2Z3C0;H7C144;K7EJH8;K7EP19;B3W6H4;Q71S06;M0QZQ3;C9JY79;A0A024R0N6;Q9H254,A0A0S2Z3G9_HUMAN Actinin alpha 4 isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=ACTN4 PE=2 SV=1;ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2;Q96BG6_HUMAN ACTN4 protein (Fragment) OS=Homo sapiens OX=9606 GN=ACTN4 PE=2 SV=2;B4E337_,17,37,37,26,48.6,104.85,1048200000,1001500000,1066300000,1088400000,1016000000,937600000,Quantified
A8K787,"cDNA FLJ75273, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4, mRNA",,,A8K787;A0A0S2Z3H3;P12235;V9GYG0;A0A0S2Z359;A0A0S2Z3C4;Q59EP7;Q9H0C2;O75961,"A8K787_HUMAN cDNA FLJ75273, highly similar to Homo sapiens solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;A0A0S2Z3H3_HUMAN Solute carrier family 25 member 4 isoform 1 (Fra",9,9,9,1,29.2,33.08,96826000,882310000,23784000,193600000,211960000,354620000,Quantified
C9JRH2,Regulator of chromosome condensation (Fragment),RCC1,,C9JRH2;C9J3R0;C9JMJ4;C9JQZ4;C9JW69;Q5T081;A0A0S2Z3J1;A0A0S2Z3I4;A0A0S2Z404;P18754,C9JRH2_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=1;C9J3R0_HUMAN Regulator of chromosome condensation (Fragment) OS=Homo sapiens OX=9606 GN=RCC1 PE=1 SV=9;C9JMJ4_HUMAN Regulator of chromosome condensation ,10,1,1,1,12.6,24.465,,,,3415000,,,Identified
A0A0S2Z3L2,ATPase Ca++ transporting cardiac muscle slow twitch 2 isoform 1 (Fragment),ATP2A2,,A0A0S2Z3L2;P16615;H7C5W9;Q8N3X5;Q7Z675;Q7Z6E5;O14983;A8K9K1;Q93084;H3BTW4,A0A0S2Z3L2_HUMAN ATPase Ca++ transporting cardiac muscle slow twitch 2 isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=ATP2A2 PE=2 SV=1;AT2A2_HUMAN Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens OX=9606 GN=ATP2A2 PE=1 SV=1;H7C5W9_HUMAN,10,9,9,9,11.5,114.76,1806500,65150000,1617500,2035900,5155600,18287000,Quantified
A0A0S2Z3S6,Cytochrome b-245 beta polypeptide isoform 1 (Fragment),CYBB,,A0A0S2Z3S6;P04839;A0A0S2Z4A9;B4DWE0;B4E1Y5;Q5H9D4;B4DWD1;Q8TCT3;Q9Y5S8,A0A0S2Z3S6_HUMAN Cytochrome b-245 beta polypeptide isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=CYBB PE=2 SV=1;CY24B_HUMAN Cytochrome b-245 heavy chain OS=Homo sapiens OX=9606 GN=CYBB PE=1 SV=2;A0A0S2Z4A9_HUMAN Cytochrome b-245 beta polypeptide isoform ,9,3,3,3,4.7,65.335,10262000,8924300,11962000,8162900,8672100,9794600,Quantified
Q9BVJ8,HEXA protein (Fragment),HEXA,,Q9BVJ8;H3BS10;A0A0S2Z3W3;H3BP20;B4DVA7;P06865;H3BU85;H3BTD4;B4DVL8;Q16017;G3XL78;G3XL83;B4DMX7;A0A0S2Z3L7,Q9BVJ8_HUMAN HEXA protein (Fragment) OS=Homo sapiens OX=9606 GN=HEXA PE=2 SV=2;H3BS10_HUMAN Beta-hexosaminidase OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=1;A0A0S2Z3W3_HUMAN Hexosaminidase A isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=HEXA PE=2 SV=1;H3BP2,14,4,4,4,8.6,47.094,511480000,416720000,604040000,445180000,404540000,378210000,Quantified
Q5NT82,ITPase (Fragment),ITPA,,Q5NT82;A0A0S2Z3W7;Q9BY32,Q5NT82_HUMAN ITPase (Fragment) OS=Homo sapiens OX=9606 GN=ITPA PE=4 SV=1;A0A0S2Z3W7_HUMAN Nucleotide diphosphatase (Fragment) OS=Homo sapiens OX=9606 GN=ITPA PE=2 SV=1;ITPA_HUMAN Inosine triphosphate pyrophosphatase OS=Homo sapiens OX=9606 GN=ITPA PE=1 SV=,3,1,1,1,41.5,4.6303,3754400,3130600,,4332700,,5030500,Quantified
A0A0S2Z3X8,Rab GDP dissociation inhibitor (Fragment),GDI1,"Regulates the GDP/GTP exchange reaction of most RAB proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP.",A0A0S2Z3X8;P31150;B4DHX4;G5E9U5;B4DH24;Q5SX86;B4E070;A0A0S2Z426,A0A0S2Z3X8_HUMAN Rab GDP dissociation inhibitor (Fragment) OS=Homo sapiens OX=9606 GN=GDI1 PE=2 SV=1;GDIA_HUMAN Rab GDP dissociation inhibitor alpha OS=Homo sapiens OX=9606 GN=GDI1 PE=1 SV=2;B4DHX4_HUMAN Rab GDP dissociation inhibitor OS=Homo sapiens OX=96,8,6,2,2,18.1,50.582,34926000,31753000,36433000,39105000,43474000,33099000,Quantified
A0A0S2Z410,Epididymis secretory sperm binding protein (Fragment),HSD17B10,,A0A0S2Z410;Q99714;Q5H928;F6Y9T1;A0A0S2Z434,A0A0S2Z410_HUMAN Epididymis secretory sperm binding protein (Fragment) OS=Homo sapiens OX=9606 GN=HSD17B10 PE=2 SV=1;HCD2_HUMAN 3-hydroxyacyl-CoA dehydrogenase type-2 OS=Homo sapiens OX=9606 GN=HSD17B10 PE=1 SV=3;Q5H928_HUMAN 3-hydroxyacyl-CoA dehydrogenas,5,2,2,2,17.2,26.923,,,,4084200,,,Identified
A0A0S2Z4G7,"Nucleophosmin (Nucleolar phosphoprotein B23, numatrin), isoform CRA_f (Fragment)",NPM1,,A0A0S2Z4G7;A0A0S2Z491;P06748;A0A140VJQ2;A4ZU86;Q9BTI9;E5RGW4;A0A024R3V9;Q9NX34;V9HVU7;A0A024RAP1,"A0A0S2Z4G7_HUMAN Nucleophosmin (Nucleolar phosphoprotein B23, numatrin), isoform CRA_f (Fragment) OS=Homo sapiens OX=9606 GN=NPM1 PE=2 SV=1;A0A0S2Z491_HUMAN Nucleophosmin isoform 2 (Fragment) OS=Homo sapiens OX=9606 GN=NPM1 PE=2 SV=1;NPM_HUMAN Nucleophosmi",11,7,7,7,26.8,29.464,419120000,325410000,343170000,530340000,433400000,520250000,Quantified
A0A0S2Z4C3,Epididymis secretory sperm binding protein (Fragment),FH,,A0A0S2Z4C3;P07954;A0A0S2Z3X6;A0A0S2Z3S9;A0A0S2Z3W2;A0A0S2Z4H0,"A0A0S2Z4C3_HUMAN Epididymis secretory sperm binding protein (Fragment) OS=Homo sapiens OX=9606 GN=FH PE=2 SV=1;FUMH_HUMAN Fumarate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=FH PE=1 SV=3;A0A0S2Z3X6_HUMAN Fumarate hydratase isoform 4 OS=Homo sapien",6,6,6,6,22.4,54.636,126920000,253180000,81086000,155560000,129540000,185160000,Quantified
A0A0S2Z4G4,Tropomyosin 3 isoform 1 (Fragment),TPM3,,A0A0S2Z4G4;Q5HYB6;B2RDE1;A0A087WWU8;B4DWT5;Q8NAG3;B4DQ80;Q8NI98;D6R904;Q6LDX7;A0A024R4K5;A0A494C0G0;Q5VU61;H0YL80;A0A2R8Y6A3,"A0A0S2Z4G4_HUMAN Tropomyosin 3 isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=TPM3 PE=2 SV=1;Q5HYB6_HUMAN Epididymis luminal protein 189 OS=Homo sapiens OX=9606 GN=DKFZp686J1372 PE=1 SV=1;B2RDE1_HUMAN cDNA, FLJ96568, highly similar to Homo sapiens tropomy",15,22,22,0,62.9,29.032,5735700000,5425200000,5711700000,5826900000,5381300000,5180500000,Quantified
D9YZV4,Tropomyosin 1 (Alpha) isoform 1,TPM1,,D9YZV4;A0A0S2Z4G6;P09493;A0A0K0K1I0;D9YZV5;Q6ZN40;C9IZA2;Q15657;H0YKX5;H0YKP3;A0A087WTJ7,"D9YZV4_HUMAN Tropomyosin 1 (Alpha) isoform 1 OS=Homo sapiens OX=9606 GN=TPM1 PE=3 SV=1;A0A0S2Z4G6_HUMAN Tropomyosin 1 (Alpha), isoform CRA_o (Fragment) OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1;TPM1_HUMAN Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 G",11,11,7,1,34.2,32.708,17308000,390400000,14917000,66068000,97621000,298020000,Quantified
A0A0S2Z4I4,Tropomyosin 3 isoform 3 (Fragment),TPM3,,A0A0S2Z4I4,A0A0S2Z4I4_HUMAN Tropomyosin 3 isoform 3 (Fragment) OS=Homo sapiens OX=9606 GN=TPM3 PE=2 SV=1,1,20,1,0,56.9,28.87,252810000,269640000,401520000,263470000,265580000,197660000,Quantified
B4DFP5,"cDNA FLJ57484, highly similar to Hepatocyte growth factor-regulated tyrosine kinase substrate",,,B4DFP5;I3L1P5;B4E1E2;A0A0S2Z4Q4;A0A0S2Z4R4;O14964;I3L165,"B4DFP5_HUMAN cDNA FLJ57484, highly similar to Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 PE=2 SV=1;I3L1P5_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate (Fragment) OS=Homo sapiens OX=9606 GN=HGS",7,2,2,2,9,25.462,3357500,3160200,3354000,3044100,3333100,3077100,Quantified
Q4VY28,Polyglutamine binding protein variant 12 (Fragment),PQBP1,,Q4VY28;A0A5H1ZRR1;A0A0S2Z4V5;A0A0S2Z556;O60828,Q4VY28_HUMAN Polyglutamine binding protein variant 12 (Fragment) OS=Homo sapiens OX=9606 GN=PQBP1 PE=2 SV=1;A0A5H1ZRR1_HUMAN Polyglutamine-binding protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=PQBP1 PE=4 SV=1;A0A0S2Z4V5_HUMAN Polyglutamine binding protei,5,1,1,1,17.4,16.681,4337000,,,,,,Identified
M0R1E7,Serine/arginine repetitive matrix protein 1,SRRM1,,M0R1E7;M0QXG5;M0R088;E9PCT1;A0A0S2Z4W1;A9Z1X7;B7Z7U0;A0A0S2Z4Z6;Q8IYB3,M0R1E7_HUMAN Serine/arginine repetitive matrix protein 1 OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=1;M0QXG5_HUMAN Serine/arginine repetitive matrix protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=SRRM1 PE=1 SV=8;M0R088_HUMAN Serine/arginine repetitive matri,9,1,1,1,15.2,9.2246,5167700,4618000,3930000,5585800,7136500,5032500,Quantified
A0A0S2Z4Y4,Clathrin interactor 1 isoform 1 (Fragment),CLINT1,,A0A0S2Z4Y4;A0A0S2Z5H3;Q14677,A0A0S2Z4Y4_HUMAN Clathrin interactor 1 isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=CLINT1 PE=2 SV=1;A0A0S2Z5H3_HUMAN Clathrin interactor 1 isoform 2 (Fragment) OS=Homo sapiens OX=9606 GN=CLINT1 PE=2 SV=1;EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens,3,4,4,4,9.4,68.259,13725000,11675000,13153000,12165000,10197000,14480000,Quantified
B4DNG4,"cDNA FLJ59137, highly similar to RNA-binding protein 14",,,B4DNG4;A0A0S2Z4Z0;Q96PK6;Q59GV2,"B4DNG4_HUMAN cDNA FLJ59137, highly similar to RNA-binding protein 14 OS=Homo sapiens OX=9606 PE=2 SV=1;A0A0S2Z4Z0_HUMAN RNA binding motif protein 14 isoform 1 (Fragment) OS=Homo sapiens OX=9606 GN=RBM14 PE=2 SV=1;RBM14_HUMAN RNA-binding protein 14 OS=Homo ",4,2,2,2,15.5,22.693,3702800,,,,4091700,3463900,Quantified
H7C367,Non-POU domain-containing octamer-binding protein (Fragment),NONO,,H7C367;A8K525;A0A0S2Z4Z9;Q15233;C9JYS8,"H7C367_HUMAN Non-POU domain-containing octamer-binding protein (Fragment) OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=8;A8K525_HUMAN cDNA FLJ76817, highly similar to Homo sapiens non-POU domain containing, octamer-binding (NONO), mRNA OS=Homo sapiens OX=9606 P",5,2,2,2,14.1,28.09,6964300,2469800,6737700,6229900,6347600,6823800,Quantified
B4DUL3,"cDNA FLJ53661, highly similar to Mus musculus LIM domain binding 3 (Ldb3), transcript variant 6, mRNA",,,B4DUL3;B4DND5;A0A0S2Z530;A0A0S2Z501;B4DGP4;V5T7C5;O75112,"B4DUL3_HUMAN cDNA FLJ53661, highly similar to Mus musculus LIM domain binding 3 (Ldb3), transcript variant 6, mRNA OS=Homo sapiens OX=9606 PE=2 SV=1;B4DND5_HUMAN cDNA FLJ52572, highly similar to LIM domain-binding protein 3 OS=Homo sapiens OX=9606 PE=2 SV=",7,1,1,1,6,29.24,,8297200,,,3668700,3992600,Quantified
Q9Y4T0,Uncharacterized protein DKFZp564P2062 (Fragment),DKFZp564P2062,,Q9Y4T0;B7Z9S6;Q5T9Q5;A0A0S2Z511;B4DY87;Q7Z503;B7ZAF6;B4DRV2;A0A2R8YDQ9;E5KS60;E5KS55;Q6N0B1;A0A2R8Y6Y7;Q9P2R7;Q5T9Q8,"Q9Y4T0_HUMAN Uncharacterized protein DKFZp564P2062 (Fragment) OS=Homo sapiens OX=9606 GN=DKFZp564P2062 PE=2 SV=2;B7Z9S6_HUMAN cDNA, FLJ78940, highly similar to Succinyl-CoA ligase (ADP-forming) beta-chain, mitochondrial OS=Homo sapiens OX=9606 PE=2 SV=1;Q5",15,2,2,2,17.1,22.769,,19377000,,,5062400,14107000,Quantified
K7EQ02,DAZ-associated protein 1 (Fragment),DAZAP1,,K7EQ02;K7EQ55;K7EK33;A0A0S2Z569;Q96EP5;Q5IRN2;Q5IRN4,K7EQ02_HUMAN DAZ-associated protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=2;K7EQ55_HUMAN DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=2;K7EK33_HUMAN DAZ-associated protein 1 OS=Homo sapiens OX=9606 GN=DAZAP1 PE=1 SV=2,7,3,3,3,14.4,35.02,13425000,15198000,13445000,16882000,16838000,24909000,Quantified
Q53FV3,COP9 signalosome subunit 4 variant (Fragment),,,Q53FV3;B3KM48;A0A0S2Z5H7;D6RAX7;D6RFN0;Q9BT78;D6RD63,"Q53FV3_HUMAN COP9 signalosome subunit 4 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;B3KM48_HUMAN cDNA FLJ10286 fis, clone HEMBB1001384, highly similar to COP9 signalosome complex subunit 4 OS=Homo sapiens OX=9606 PE=2 SV=1;A0A0S2Z5H7_HUMAN COP9 co",7,2,2,2,5.4,46.267,1712000,,1495200,1300600,1415100,1614200,Quantified
A0A0U1RR39,E3 ubiquitin-protein ligase CBL,CBL,,A0A0U1RR39;A0A1B0GW38;A0A0U1RQX8;P22681;A0A0U1ZE08;A0A0U1ZF21;A0A0U1ZF71;A0A0U1ZBR1;A0A0U1ZFF6;A0A0U1ZI18,A0A0U1RR39_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;A0A1B0GW38_HUMAN E3 ubiquitin-protein ligase CBL (Fragment) OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=1;A0A0U1RQX8_HUMAN E3 ubiquitin-protein ligase CBL OS=Homo sapiens ,10,2,2,2,3.5,95.096,3883200,,,3575600,3024500,4488200,Quantified
A0A0U1RR79,Glutaminyl-tRNA synthetase 1 (Fragment),QARS1,,A0A0U1RR79;A0A1B0GVU9,A0A0U1RR79_HUMAN Glutaminyl-tRNA synthetase 1 (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1;A0A1B0GVU9_HUMAN Glutaminyl-tRNA synthetase 1 (Fragment) OS=Homo sapiens OX=9606 GN=QARS1 PE=1 SV=1,2,1,1,1,13.3,8.2373,1819500000,285820000,533220000,938780000,648850000,253010000,Quantified
A6NLN1,"Polypyrimidine tract binding protein 1, isoform CRA_b",PTBP1,,A6NLN1;A0A0U1RRM4;P26599;A0A087WUW5;A0A0D9SF20;K7ELW5;K7EKJ7;K7EK45;Q59H49;A0A024R163;O95758;K7ES59;X6R242;A0A087WU68,"A6NLN1_HUMAN Polypyrimidine tract binding protein 1, isoform CRA_b OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=4;A0A0U1RRM4_HUMAN Polypyrimidine tract-binding protein 1 OS=Homo sapiens OX=9606 GN=PTBP1 PE=1 SV=1;PTBP1_HUMAN Polypyrimidine tract-binding protei",14,5,5,5,10.4,56.51,220050000,190210000,215710000,203890000,192650000,180910000,Quantified
Q5U0A0,Proteasome subunit alpha type,,,Q5U0A0;A0A109NGN6;P28066,Q5U0A0_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 PE=2 SV=1;A0A109NGN6_HUMAN Proteasome subunit alpha type OS=Homo sapiens OX=9606 PE=2 SV=1;PSA5_HUMAN Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3,3,4,4,4,25.7,26.425,114950000,78938000,100290000,93441000,110080000,67640000,Quantified
A0A140CZL5,Purine nucleoside phosphorylase,MTAP-ANRIL fusion,Purine nucleoside phosphorylase involved in purine salvage.,A0A140CZL5;Q05DJ2;J3QSB7;A0A140CZL4;Q6FHT1;Q6FHP1;A0A384ME80;B4DUC8;Q13126;F8WES2;F2Z2F3;Q8WV80;A0A140CZL6,A0A140CZL5_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=MTAP-ANRIL fusion PE=2 SV=1;Q05DJ2_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=2 SV=1;J3QSB7_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9,13,2,2,2,13.7,25.629,9510700,9186200,10428000,8144200,7340000,20574000,Quantified
B7Z6U7,"cDNA FLJ50880, highly similar to Proteasome subunit beta type 8",,,B7Z6U7;Q5JNW7;A0A140T998;X5D2R7;X5CMJ9;P28062,"B7Z6U7_HUMAN cDNA FLJ50880, highly similar to Proteasome subunit beta type 8 OS=Homo sapiens OX=9606 PE=2 SV=1;Q5JNW7_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=1;A0A140T998_HUMAN Proteasome subunit beta type-8 OS=Homo sa",6,1,1,1,7.1,16.408,,,,,,24143000,Identified
A0A218KGR2,Amyloid beta A4 protein isoform a,APP,,A0A218KGR2;A0A140VJC8;P05067;E9PG40;A0A0A0MRG2;B4DGD0;B4DJT9;B4DQM1;B4DM00;H7C0V9;B4DMD5;B7Z313;L7XE61;H7C2L2,A0A218KGR2_HUMAN Amyloid beta A4 protein isoform a OS=Homo sapiens OX=9606 GN=APP PE=4 SV=1;A0A140VJC8_HUMAN Testicular tissue protein Li 2 OS=Homo sapiens OX=9606 PE=2 SV=1;A4_HUMAN Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3;E,14,16,16,15,26.1,86.939,617850000,516430000,698540000,637660000,563710000,375440000,Quantified
Q59FD0,Huntingtin interacting protein-1-related (Fragment),,,Q59FD0;Q14769;A0A140VJE4;P54802,Q59FD0_HUMAN Huntingtin interacting protein-1-related (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1;Q14769_HUMAN Alpha-N-acetylglucosaminidase OS=Homo sapiens OX=9606 GN=ufHSD2 PE=4 SV=1;A0A140VJE4_HUMAN Testicular tissue protein Li 18 OS=Homo sapiens OX=96,4,1,1,1,3.3,50.312,9938700,9528100,10337000,3843000,5870100,4037000,Quantified
Q8IY97,AP-1 complex subunit gamma,AP1G1,,Q8IY97;A0A140VJE7;B3KXW5;O43747;B4DDL1;B4DS96;H3BNR4,Q8IY97_HUMAN AP-1 complex subunit gamma OS=Homo sapiens OX=9606 GN=AP1G1 PE=2 SV=1;A0A140VJE7_HUMAN AP-1 complex subunit gamma OS=Homo sapiens OX=9606 PE=2 SV=1;B3KXW5_HUMAN AP-1 complex subunit gamma OS=Homo sapiens OX=9606 PE=2 SV=1;AP1G1_HUMAN AP-1 comp,7,6,6,6,11,91.756,25929000,30542000,34230000,31551000,28235000,29380000,Quantified
H0UID5,AP complex subunit beta,AP2B1,,H0UID5;H0UID4;H0UID3;A8K916;A0A140VJE8;P63010;A0A087X253;A8K0G3;B4DWG4;Q68DI0;A0A087WU93;A0A087WZQ6;B4E261;A0A087WYD1;Q96EL6;B4DIL5;K7EN71;K7ERB2;K7EJ01;H7C034;A0A087WXS3;K7EKZ5;K7EJX1,H0UID5_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=3 SV=1;H0UID4_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=3 SV=1;H0UID3_HUMAN AP complex subunit beta OS=Homo sapiens OX=9606 GN=AP2B1 PE=3 SV=1;A8K916_HUMAN AP ,23,15,15,6,19.5,104.22,224370000,206910000,233840000,222390000,235290000,207170000,Quantified
J3QT28,Mitotic checkpoint protein BUB3 (Fragment),BUB3,,J3QT28;A0A140VJF3;O43684;B4DDM6;J3QSX4,J3QT28_HUMAN Mitotic checkpoint protein BUB3 (Fragment) OS=Homo sapiens OX=9606 GN=BUB3 PE=1 SV=1;A0A140VJF3_HUMAN Testicular tissue protein Li 27 OS=Homo sapiens OX=9606 PE=2 SV=1;BUB3_HUMAN Mitotic checkpoint protein BUB3 OS=Homo sapiens OX=9606 GN=BUB3 ,5,4,4,4,18.3,31.703,20378000,7081300,10618000,15740000,15667000,,Quantified
A0A140VJF7,Calreticulin,,,A0A140VJF7;Q96L12,A0A140VJF7_HUMAN Calreticulin OS=Homo sapiens OX=9606 PE=2 SV=1;CALR3_HUMAN Calreticulin-3 OS=Homo sapiens OX=9606 GN=CALR3 PE=1 SV=2,2,1,1,1,1.8,44.995,46335000,62808000,60621000,51299000,49856000,68877000,Quantified
C8CHS3,Truncated extracellular matrix protein 1,ECM1,,C8CHS3;A0A140VJI7;Q16610,C8CHS3_HUMAN Truncated extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=4 SV=1;A0A140VJI7_HUMAN Testicular tissue protein Li 61 OS=Homo sapiens OX=9606 PE=2 SV=1;ECM1_HUMAN Extracellular matrix protein 1 OS=Homo sapiens OX=9606 GN=ECM1 PE=,3,3,3,3,6.9,45.513,579230000,683760000,648020000,562640000,622630000,441690000,Quantified
